"","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","d11","d12","d13","d14","d15","d16","class"
"10085",2,4,3,3,2,9,6,3,5,10,4,5,2,8,3,8,"D"
"10086",5,11,7,8,8,8,8,8,6,7,5,5,4,6,9,12,"B"
"10087",4,7,5,5,5,7,9,5,4,8,6,8,3,10,8,10,"F"
"10088",3,5,4,4,2,4,8,5,7,11,9,12,1,9,3,7,"C"
"10089",4,9,5,7,5,7,7,13,1,7,6,8,5,8,0,7,"N"
"10090",8,10,6,5,3,8,5,4,4,9,4,6,4,7,5,8,"G"
"10091",7,11,6,6,4,8,8,5,5,9,4,9,7,5,6,11,"R"
"10092",4,8,6,6,5,6,10,2,2,7,9,8,7,10,1,8,"W"
"10093",2,6,4,4,3,8,8,5,7,7,6,6,2,8,6,9,"B"
"10094",1,9,2,7,3,8,7,0,7,7,6,7,0,8,2,7,"I"
"10095",6,8,7,7,8,6,7,2,5,8,7,10,4,10,8,6,"X"
"10096",2,2,3,4,2,6,8,7,7,8,8,14,1,9,4,10,"C"
"10097",2,2,3,3,3,7,7,5,7,7,7,9,2,8,5,10,"E"
"10098",4,4,6,3,3,6,7,1,8,10,8,8,2,8,3,7,"X"
"10099",3,6,4,4,1,7,5,13,5,7,14,8,3,9,0,8,"U"
"10100",1,3,3,2,1,6,5,2,9,7,2,10,0,7,2,8,"L"
"10101",4,8,4,6,3,8,7,12,1,6,9,8,8,6,0,8,"M"
"10102",2,6,4,4,4,8,7,3,4,7,6,8,6,8,6,7,"R"
"10103",4,7,6,5,4,6,10,2,5,13,7,5,2,10,2,7,"F"
"10104",4,8,7,6,3,7,10,1,8,6,12,9,3,9,2,8,"Y"
"10105",4,10,5,8,3,7,6,8,8,6,5,10,2,8,6,11,"G"
"10106",2,3,3,4,1,10,14,1,6,4,11,9,0,8,0,8,"T"
"10107",1,7,0,5,0,7,7,5,3,7,6,8,0,8,0,8,"I"
"10108",2,3,4,1,2,6,7,2,8,11,8,8,2,8,3,7,"X"
"10109",2,8,3,6,1,7,13,0,6,7,11,8,0,8,0,8,"T"
"10110",4,9,5,7,3,7,8,0,7,13,6,7,0,8,1,7,"I"
"10111",7,13,6,8,4,7,8,2,7,12,6,7,3,8,5,5,"T"
"10112",5,9,5,7,2,3,12,4,4,10,12,7,3,10,1,8,"V"
"10113",6,9,6,5,3,8,6,5,6,10,4,6,4,7,6,10,"D"
"10114",3,7,4,5,4,8,6,7,5,7,6,8,3,8,4,5,"U"
"10115",3,6,3,4,3,7,7,11,1,6,6,7,5,9,0,8,"N"
"10116",4,11,6,8,5,7,11,3,6,7,11,8,2,12,1,8,"T"
"10117",2,4,3,3,2,9,7,4,5,9,4,5,2,8,2,8,"D"
"10118",5,9,7,6,4,7,7,9,4,7,6,8,3,8,3,7,"O"
"10119",8,10,8,5,5,8,7,4,6,11,2,8,6,5,4,8,"K"
"10120",3,8,5,6,4,6,10,2,3,7,9,8,7,11,0,8,"W"
"10121",4,7,5,6,2,8,8,7,6,5,8,9,3,7,5,10,"Q"
"10122",3,4,5,3,3,7,11,2,2,6,9,8,6,11,0,8,"W"
"10123",8,12,9,6,4,10,5,3,4,13,2,7,5,7,0,7,"N"
"10124",2,1,2,1,1,6,7,6,10,7,6,14,0,8,4,9,"C"
"10125",3,6,5,4,3,7,7,1,8,10,6,8,2,8,3,7,"X"
"10126",3,10,4,8,6,6,7,8,5,7,6,7,2,8,7,9,"B"
"10127",4,9,4,4,2,8,8,2,4,12,5,6,1,10,5,11,"I"
"10128",5,10,8,8,9,6,6,4,4,6,5,9,8,7,8,8,"K"
"10129",4,8,5,6,3,4,5,1,9,7,2,11,0,7,3,7,"L"
"10130",3,9,4,7,3,9,9,3,1,6,12,8,3,10,1,8,"V"
"10131",4,4,5,2,3,8,6,6,4,6,7,8,8,6,2,7,"M"
"10132",5,10,5,8,4,3,11,2,3,9,11,8,2,11,1,8,"V"
"10133",7,9,8,8,8,6,8,3,9,8,7,9,3,8,8,6,"T"
"10134",2,5,3,3,1,4,8,4,7,11,9,12,1,9,2,7,"C"
"10135",2,5,3,3,1,3,4,3,8,2,1,7,0,7,1,6,"L"
"10136",4,5,5,4,3,7,6,6,6,6,6,10,2,9,4,8,"G"
"10137",7,7,5,11,4,7,8,5,3,11,7,7,2,9,10,6,"Z"
"10138",5,7,6,5,3,8,8,4,9,11,3,8,2,6,4,10,"S"
"10139",5,9,5,7,3,4,12,1,2,8,10,7,3,10,1,7,"V"
"10140",5,6,6,5,6,6,7,2,5,8,7,10,3,8,7,8,"X"
"10141",6,11,10,8,5,6,10,2,8,6,12,9,5,10,4,7,"Y"
"10142",3,7,5,5,3,8,12,2,3,5,10,9,4,12,3,7,"V"
"10143",5,11,6,8,4,8,7,12,2,6,9,8,9,6,0,8,"M"
"10144",3,11,5,8,1,8,15,0,6,7,11,8,0,8,0,8,"T"
"10145",4,7,5,5,4,7,7,8,5,6,7,13,4,7,4,8,"C"
"10146",5,10,7,8,7,9,7,3,5,9,5,6,2,8,5,9,"B"
"10147",4,4,6,3,4,6,6,3,4,10,9,9,7,6,2,9,"M"
"10148",6,9,8,6,6,6,7,8,6,7,5,7,3,8,3,9,"N"
"10149",5,5,6,4,4,8,6,6,5,7,7,8,8,6,2,7,"M"
"10150",7,9,10,6,5,4,10,3,4,10,9,9,7,7,2,7,"N"
"10151",7,15,7,8,4,7,5,4,5,12,9,11,3,9,6,9,"L"
"10152",5,6,6,7,5,7,7,4,7,7,6,7,3,8,8,8,"J"
"10153",3,7,4,5,2,7,7,4,13,9,6,8,0,8,8,8,"Z"
"10154",2,1,2,1,1,8,6,6,6,6,5,9,1,7,5,10,"G"
"10155",7,10,5,5,4,7,8,4,4,10,5,9,3,8,9,11,"E"
"10156",3,6,4,4,2,7,7,7,5,10,6,9,3,8,3,8,"O"
"10157",8,12,7,7,4,8,5,4,9,10,5,9,3,7,9,10,"Q"
"10158",7,10,6,6,3,9,9,6,4,6,10,6,6,12,3,8,"V"
"10159",5,5,6,7,3,7,7,9,8,7,6,8,3,8,4,8,"O"
"10160",5,7,6,7,5,8,8,7,4,6,6,10,3,8,4,8,"Q"
"10161",9,11,7,6,3,8,9,6,4,12,3,5,5,10,4,8,"P"
"10162",4,8,5,6,4,7,7,12,1,6,6,8,5,8,0,8,"N"
"10163",5,7,6,8,6,9,8,6,2,4,8,10,3,9,7,10,"Q"
"10164",6,9,5,4,2,6,10,5,3,11,5,5,5,9,4,8,"P"
"10165",3,2,5,3,3,5,11,3,2,8,9,9,8,13,1,8,"W"
"10166",4,7,5,5,4,9,7,5,8,7,6,5,2,8,6,9,"B"
"10167",7,10,8,5,4,6,8,2,8,11,6,9,4,7,4,6,"X"
"10168",4,7,5,5,3,7,7,7,6,7,6,7,2,8,3,8,"O"
"10169",5,11,5,8,2,8,5,14,5,6,14,8,3,9,0,8,"U"
"10170",4,10,5,7,3,5,3,7,7,2,2,4,1,6,1,5,"L"
"10171",2,6,3,4,0,9,10,2,2,6,12,8,1,11,0,8,"Y"
"10172",5,11,6,8,3,8,9,1,7,14,5,6,0,9,1,8,"J"
"10173",7,9,10,6,8,11,6,3,7,10,2,6,5,7,4,10,"H"
"10174",1,0,1,0,0,7,8,10,1,7,5,8,2,8,0,8,"H"
"10175",2,4,3,3,1,7,6,0,7,13,7,10,0,8,1,8,"I"
"10176",7,10,7,8,4,4,11,2,4,8,11,7,5,11,1,7,"V"
"10177",6,9,5,5,2,8,3,4,4,7,2,7,3,6,5,8,"S"
"10178",4,2,4,3,4,8,7,5,6,7,6,6,5,8,6,10,"B"
"10179",3,6,5,8,7,8,9,5,0,8,7,6,5,10,5,8,"P"
"10180",4,7,4,5,3,7,5,13,5,7,11,8,3,9,0,8,"U"
"10181",3,6,5,4,2,7,12,2,3,6,11,8,2,10,1,8,"V"
"10182",5,8,5,6,2,2,11,6,4,13,12,8,2,10,1,7,"V"
"10183",5,10,5,8,3,3,11,2,3,9,11,8,3,11,1,7,"V"
"10184",3,8,5,6,3,12,3,3,2,11,1,9,2,6,2,9,"A"
"10185",6,9,8,7,6,9,9,5,4,6,5,7,3,9,10,5,"Z"
"10186",7,14,7,8,4,10,4,5,5,13,3,10,5,7,4,9,"D"
"10187",5,7,4,10,4,6,9,5,3,12,7,6,3,9,10,6,"Z"
"10188",5,6,7,5,8,7,7,4,4,7,6,8,10,8,5,6,"M"
"10189",7,10,5,5,3,7,8,5,5,9,5,6,4,9,5,8,"O"
"10190",4,7,6,5,4,10,5,4,6,10,2,7,3,8,3,9,"H"
"10191",5,6,7,8,2,7,7,5,4,7,6,8,3,8,4,8,"X"
"10192",7,9,8,6,5,5,9,1,8,9,10,5,3,11,4,4,"Y"
"10193",2,1,4,2,2,9,11,3,2,5,9,8,5,11,0,8,"W"
"10194",4,6,5,4,3,8,7,8,6,7,4,5,3,7,3,7,"N"
"10195",7,9,10,7,5,5,9,2,8,10,9,10,3,8,4,5,"K"
"10196",3,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,"T"
"10197",2,7,4,5,2,9,9,3,1,5,12,8,2,11,0,8,"V"
"10198",4,6,4,4,2,4,9,3,6,10,11,6,2,11,2,5,"Y"
"10199",5,10,6,9,6,8,7,7,5,6,6,9,3,8,5,8,"Q"
"10200",4,6,4,4,2,3,12,4,3,10,11,7,2,10,1,8,"V"
"10201",2,1,3,1,1,5,9,4,4,9,7,4,1,9,3,7,"P"
"10202",4,7,6,5,3,6,10,1,6,13,7,5,1,10,2,7,"F"
"10203",4,8,6,6,5,6,8,9,5,8,6,6,4,8,3,9,"N"
"10204",4,9,6,7,4,12,3,3,2,10,1,9,2,7,3,8,"A"
"10205",6,11,6,6,4,9,5,4,6,10,5,8,3,9,8,10,"Q"
"10206",2,3,4,2,1,7,7,1,8,10,6,8,2,8,3,8,"X"
"10207",7,10,9,8,8,9,8,5,4,7,5,7,4,8,9,4,"Z"
"10208",6,10,6,7,3,5,10,10,6,8,5,5,2,10,4,8,"P"
"10209",7,11,9,8,5,9,6,3,8,11,5,8,2,10,6,9,"S"
"10210",6,11,6,6,3,6,8,5,3,13,9,8,3,10,3,8,"S"
"10211",4,5,5,8,3,7,7,14,2,4,6,8,6,8,0,8,"N"
"10212",4,6,5,4,4,8,8,4,6,10,5,6,3,8,6,10,"B"
"10213",7,15,5,8,3,8,3,4,4,9,2,8,4,6,5,9,"S"
"10214",7,11,10,9,7,6,7,2,7,10,7,10,4,8,4,7,"K"
"10215",2,4,2,2,1,4,8,5,7,11,9,12,1,9,3,8,"C"
"10216",4,8,5,6,3,5,8,7,8,9,8,14,1,9,4,9,"C"
"10217",2,3,3,2,1,4,8,3,6,11,9,12,1,9,2,7,"C"
"10218",4,10,5,8,3,11,4,5,5,15,3,9,0,7,0,8,"J"
"10219",4,10,5,8,2,7,6,0,9,14,6,9,0,8,1,8,"I"
"10220",4,8,5,6,2,6,7,7,10,8,6,13,1,9,4,8,"C"
"10221",2,7,4,5,2,9,3,2,2,8,1,8,2,6,3,8,"A"
"10222",6,8,7,6,4,5,8,6,7,12,8,10,3,12,3,6,"C"
"10223",3,7,3,4,2,4,10,9,3,9,6,5,2,10,3,8,"P"
"10224",3,4,4,5,3,8,8,4,5,7,6,8,3,8,8,9,"J"
"10225",5,10,6,7,5,4,4,4,8,2,1,6,1,6,1,5,"L"
"10226",4,7,6,5,4,4,7,2,6,10,9,11,3,8,3,8,"K"
"10227",2,3,4,2,2,9,7,2,8,11,3,7,2,7,2,8,"X"
"10228",1,3,2,2,1,6,7,5,5,9,7,10,2,8,4,10,"G"
"10229",4,7,6,5,7,8,8,4,4,6,8,8,8,9,5,7,"U"
"10230",3,7,4,4,1,2,12,5,6,12,10,8,0,8,2,6,"F"
"10231",4,9,4,6,2,5,11,10,3,10,6,4,1,10,4,8,"P"
"10232",3,7,5,5,2,9,9,4,1,6,12,8,3,9,1,7,"V"
"10233",2,7,3,5,2,11,7,0,7,10,3,6,0,8,1,7,"J"
"10234",3,8,4,6,2,6,8,0,8,14,7,8,0,8,1,7,"I"
"10235",5,10,5,7,5,7,7,13,1,6,6,8,6,9,1,6,"N"
"10236",7,9,7,10,8,8,9,7,2,7,7,11,4,10,8,6,"Q"
"10237",5,11,6,8,2,8,5,14,5,6,14,9,3,9,0,8,"U"
"10238",4,10,6,7,3,5,9,5,2,8,13,8,3,10,0,8,"V"
"10239",2,7,3,5,2,7,7,7,5,6,6,9,2,8,5,11,"G"
"10240",4,6,5,5,5,8,8,4,5,7,7,8,5,9,8,11,"S"
"10241",6,11,9,8,12,7,5,3,3,8,5,8,4,8,15,8,"S"
"10242",6,10,5,5,4,8,10,3,5,11,5,4,3,10,7,7,"F"
"10243",5,10,7,8,4,7,7,1,8,10,6,8,3,8,4,7,"X"
"10244",6,8,6,6,4,4,13,5,5,11,9,4,2,12,1,5,"T"
"10245",6,10,6,8,4,5,12,4,6,12,9,4,2,12,2,4,"T"
"10246",7,14,6,8,3,8,8,3,6,12,4,5,2,8,7,7,"F"
"10247",3,7,5,5,2,7,8,6,7,6,10,9,3,9,1,7,"U"
"10248",5,9,7,7,5,8,3,1,2,6,2,7,3,5,4,7,"A"
"10249",3,7,3,5,1,7,6,13,5,8,13,8,3,9,0,8,"U"
"10250",4,10,5,7,4,8,10,0,8,6,11,8,0,10,1,8,"T"
"10251",4,4,4,5,3,5,12,8,4,7,3,9,3,7,6,11,"R"
"10252",6,12,6,6,4,10,5,4,6,11,4,8,3,8,8,11,"Q"
"10253",3,6,4,4,1,7,6,3,6,14,7,11,1,6,1,7,"J"
"10254",2,6,3,4,1,7,7,3,13,9,6,8,0,8,7,8,"Z"
"10255",4,8,5,7,6,7,8,1,5,7,6,7,3,5,8,7,"X"
"10256",9,15,9,8,8,8,7,4,5,9,5,7,8,4,10,7,"B"
"10257",6,7,8,9,10,9,9,3,3,6,9,6,6,10,7,4,"P"
"10258",3,5,3,3,2,8,7,7,5,8,6,8,2,9,9,8,"S"
"10259",1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,"I"
"10260",4,9,5,6,6,7,7,6,6,6,6,6,2,8,6,9,"B"
"10261",7,8,7,6,3,3,10,6,7,13,12,9,3,9,1,7,"U"
"10262",3,6,4,4,5,9,8,4,3,6,6,7,6,9,6,6,"H"
"10263",6,7,6,5,5,5,11,3,2,9,8,7,6,12,2,6,"W"
"10264",9,10,8,5,3,6,10,4,5,4,5,11,6,11,2,7,"N"
"10265",4,5,6,7,2,5,6,6,11,7,5,12,1,9,4,8,"C"
"10266",7,13,6,7,5,6,7,5,6,8,5,7,5,10,6,5,"D"
"10267",6,10,8,8,5,6,9,5,7,6,9,10,6,10,1,7,"U"
"10268",5,6,4,9,3,7,8,3,2,7,10,5,4,10,5,6,"Y"
"10269",4,8,5,9,6,7,8,6,3,8,9,9,4,10,6,7,"Q"
"10270",2,1,2,1,2,8,8,5,5,7,6,8,3,8,2,7,"H"
"10271",3,8,5,6,4,7,7,3,8,5,6,10,3,7,6,8,"X"
"10272",5,10,5,7,3,6,11,3,7,11,9,4,2,12,3,4,"T"
"10273",2,1,3,2,2,7,8,5,4,7,7,6,5,9,2,6,"N"
"10274",6,8,8,6,4,4,10,4,4,11,11,10,5,8,1,7,"N"
"10275",12,15,11,8,5,4,8,4,7,10,10,11,6,9,3,6,"K"
"10276",5,8,6,7,5,8,6,5,5,7,7,9,3,9,8,8,"L"
"10277",7,9,10,7,7,8,6,3,5,9,7,8,8,5,2,8,"M"
"10278",1,1,2,2,1,4,7,5,8,7,6,13,0,8,6,9,"E"
"10279",4,5,7,3,4,3,8,3,7,11,10,11,3,8,3,6,"K"
"10280",4,7,4,5,2,5,8,10,9,8,7,6,3,8,4,8,"D"
"10281",6,10,8,7,5,6,10,2,4,9,7,7,5,9,1,8,"N"
"10282",7,10,9,8,8,10,6,3,7,10,3,7,5,7,6,11,"B"
"10283",1,3,2,2,1,11,6,1,6,11,3,7,0,7,0,8,"J"
"10284",0,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"10285",8,10,6,14,5,9,8,4,3,5,11,5,5,10,7,7,"Y"
"10286",7,9,9,8,7,8,4,4,5,9,4,9,4,6,5,7,"O"
"10287",3,4,4,3,2,6,8,8,8,8,7,12,2,9,4,10,"C"
"10288",5,11,5,8,3,5,7,11,9,6,6,5,3,8,4,8,"D"
"10289",2,5,4,4,2,7,4,1,8,8,2,10,0,7,2,8,"L"
"10290",3,4,5,3,2,10,2,2,1,8,2,9,4,5,2,9,"A"
"10291",3,4,4,3,2,5,12,2,2,9,10,7,2,11,1,8,"V"
"10292",2,4,3,3,1,6,10,2,5,13,7,5,1,10,1,7,"F"
"10293",3,5,5,5,4,8,8,2,5,8,6,8,3,8,7,8,"X"
"10294",5,8,7,6,4,5,13,6,3,13,6,1,0,10,4,8,"P"
"10295",3,7,3,5,1,0,1,6,6,0,0,6,0,8,0,8,"L"
"10296",4,10,5,8,3,5,10,9,3,7,5,8,3,8,6,11,"R"
"10297",1,0,1,0,0,6,9,7,3,7,4,8,2,6,4,10,"R"
"10298",2,1,2,1,0,7,7,4,4,7,6,8,3,8,4,8,"X"
"10299",9,13,8,8,4,8,3,4,3,8,4,5,4,7,5,9,"G"
"10300",1,2,2,3,2,8,8,5,2,8,6,8,2,9,2,8,"Q"
"10301",2,5,4,4,2,7,8,2,9,11,6,8,1,8,6,8,"Z"
"10302",5,9,7,7,5,9,7,2,7,10,3,8,4,9,4,10,"K"
"10303",5,8,6,7,5,5,7,3,8,8,7,10,3,4,8,5,"T"
"10304",1,4,3,3,1,9,5,3,6,14,5,10,0,7,0,8,"J"
"10305",3,8,5,6,3,4,10,7,6,10,10,9,3,9,1,8,"U"
"10306",2,4,2,3,2,7,7,5,5,6,5,7,2,7,4,8,"R"
"10307",3,4,4,5,3,8,8,6,2,5,7,10,3,9,6,10,"Q"
"10308",4,5,6,8,3,6,6,9,8,6,5,6,3,8,4,8,"O"
"10309",3,4,6,3,2,8,9,3,5,10,4,5,5,9,1,7,"N"
"10310",5,10,5,7,2,1,12,5,5,12,11,8,0,8,2,5,"F"
"10311",8,8,11,7,12,8,8,4,4,7,6,7,12,7,8,3,"M"
"10312",2,7,4,5,2,7,11,3,4,7,11,8,2,10,1,8,"V"
"10313",3,8,4,6,3,7,7,7,5,7,6,8,2,8,8,7,"S"
"10314",4,6,5,4,2,4,8,6,9,10,10,12,1,8,3,7,"C"
"10315",3,6,3,4,1,7,5,13,5,7,13,8,3,9,0,8,"U"
"10316",6,7,9,6,10,7,6,4,4,7,6,8,12,9,5,5,"M"
"10317",3,8,5,6,5,8,8,6,4,6,6,8,3,7,6,4,"A"
"10318",3,5,5,3,2,6,9,2,4,10,7,7,5,8,1,8,"N"
"10319",5,8,6,6,7,7,9,6,4,6,6,8,9,9,8,10,"M"
"10320",3,7,4,5,3,7,7,5,7,5,6,10,0,9,8,7,"S"
"10321",6,11,6,8,3,7,5,15,1,7,9,8,3,8,0,8,"H"
"10322",4,7,4,5,2,2,12,3,3,11,11,8,2,10,1,8,"V"
"10323",7,11,8,8,7,7,5,12,1,8,8,8,10,5,2,10,"M"
"10324",7,13,7,7,6,5,9,3,5,7,4,9,6,7,6,6,"R"
"10325",3,7,4,5,3,7,7,7,6,7,5,11,1,8,4,10,"G"
"10326",2,3,3,2,1,8,7,6,4,9,6,9,2,8,3,8,"O"
"10327",3,7,5,8,5,9,8,4,4,7,6,9,3,7,8,6,"J"
"10328",4,9,6,7,7,7,9,1,5,9,6,5,3,9,4,3,"F"
"10329",2,3,2,1,1,7,7,6,6,7,6,5,2,8,2,7,"D"
"10330",2,3,4,2,2,7,7,3,9,6,6,8,2,8,5,8,"X"
"10331",2,4,3,2,1,8,11,2,7,6,11,8,1,10,1,8,"T"
"10332",5,7,5,5,4,7,5,11,0,8,8,8,8,5,1,10,"M"
"10333",6,10,8,7,7,8,5,7,4,5,7,10,6,6,8,9,"Q"
"10334",2,6,3,4,1,3,7,7,3,7,7,11,3,8,2,10,"K"
"10335",5,7,7,6,7,5,8,5,3,6,5,8,9,7,5,7,"M"
"10336",2,5,4,3,2,6,7,1,8,11,6,9,2,8,4,8,"E"
"10337",4,8,5,6,5,7,9,6,4,8,5,8,3,11,9,10,"F"
"10338",10,12,8,6,4,6,5,5,6,3,8,7,5,9,2,6,"U"
"10339",6,8,9,6,5,8,7,3,6,10,5,7,3,8,3,7,"H"
"10340",1,1,2,1,0,5,11,7,2,9,6,4,1,9,3,8,"P"
"10341",9,13,7,7,4,9,2,4,4,12,5,13,2,7,6,9,"L"
"10342",3,7,4,5,4,6,9,2,6,9,9,6,1,10,4,7,"F"
"10343",6,11,8,6,5,10,3,4,2,10,2,9,9,1,1,8,"M"
"10344",6,10,9,8,8,10,5,2,6,9,2,7,8,6,7,12,"K"
"10345",3,4,4,3,2,5,10,3,2,9,8,7,6,11,1,6,"W"
"10346",5,4,5,7,3,5,10,9,3,7,5,8,3,8,6,11,"R"
"10347",1,3,2,2,1,11,6,2,6,11,3,7,0,7,0,8,"J"
"10348",6,9,6,6,4,6,7,6,6,9,7,12,2,9,4,9,"G"
"10349",4,9,5,7,4,9,6,6,10,7,5,6,1,7,8,8,"Z"
"10350",3,2,4,3,3,7,7,7,5,7,6,8,2,8,3,8,"O"
"10351",2,3,3,2,2,7,8,5,6,7,6,8,3,8,2,8,"H"
"10352",6,8,6,6,4,5,11,3,3,9,8,7,7,11,2,6,"W"
"10353",5,9,7,7,5,5,6,7,7,7,5,13,4,9,5,8,"G"
"10354",3,2,4,4,2,7,12,3,6,7,11,8,2,11,1,7,"T"
"10355",1,0,2,1,1,7,6,9,0,7,8,8,6,6,0,8,"M"
"10356",2,3,4,1,2,4,8,2,6,10,10,11,2,8,2,6,"K"
"10357",3,7,4,5,2,7,7,4,4,7,6,8,3,8,4,8,"X"
"10358",10,15,8,8,4,7,9,6,3,11,4,5,5,9,4,7,"P"
"10359",4,6,5,4,3,9,7,2,5,13,4,5,1,10,3,9,"P"
"10360",2,3,2,2,2,7,7,5,8,6,6,8,1,8,6,8,"Z"
"10361",2,2,3,4,1,10,6,2,7,12,4,9,1,6,1,7,"J"
"10362",5,9,7,7,8,9,7,4,4,7,6,6,7,12,7,6,"N"
"10363",3,4,4,3,2,6,7,5,5,9,7,10,2,8,4,10,"G"
"10364",6,11,9,8,5,8,9,4,7,13,6,6,5,7,4,6,"F"
"10365",7,10,10,8,7,5,6,3,5,9,9,9,8,5,2,8,"M"
"10366",5,10,6,8,2,4,6,9,2,7,7,11,4,7,3,11,"K"
"10367",7,9,8,6,4,4,9,1,7,10,11,6,2,11,4,3,"Y"
"10368",5,10,5,5,2,5,11,2,7,12,8,5,2,9,4,3,"T"
"10369",5,8,7,6,4,7,8,3,4,10,6,7,5,8,1,7,"N"
"10370",5,11,8,8,4,11,5,2,8,10,0,7,3,8,4,10,"X"
"10371",8,6,6,9,4,7,8,4,3,6,11,5,4,11,6,6,"Y"
"10372",4,10,5,8,6,8,6,7,6,6,6,6,2,8,7,9,"B"
"10373",5,7,7,5,7,6,7,4,2,9,7,8,7,10,5,7,"V"
"10374",4,9,6,6,8,8,9,5,4,8,7,6,7,10,10,5,"D"
"10375",6,10,8,7,5,7,8,3,10,12,7,8,1,9,6,7,"Z"
"10376",5,5,7,7,6,7,5,4,2,7,5,6,5,8,8,8,"H"
"10377",5,9,7,7,4,5,3,3,9,6,1,9,1,6,3,7,"L"
"10378",4,9,5,6,2,4,14,8,1,11,6,3,1,10,4,8,"P"
"10379",4,6,5,8,4,7,7,12,2,7,9,8,9,6,0,8,"M"
"10380",2,2,3,3,2,8,7,3,8,6,6,8,2,8,5,9,"X"
"10381",3,7,4,5,3,6,8,9,7,7,6,5,2,8,3,7,"D"
"10382",2,5,3,4,1,7,7,0,8,13,6,8,0,8,1,8,"I"
"10383",5,9,5,7,3,4,11,2,4,9,11,7,3,10,1,8,"V"
"10384",3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8,"U"
"10385",3,5,4,3,3,8,7,7,5,9,6,7,2,8,3,8,"O"
"10386",4,8,4,5,2,7,7,15,1,7,6,8,3,8,0,8,"H"
"10387",8,10,8,7,3,4,10,2,8,11,11,5,1,11,3,3,"Y"
"10388",5,7,6,5,7,7,9,6,5,7,6,8,8,8,5,7,"M"
"10389",6,9,8,8,9,7,7,2,5,7,6,8,4,8,8,8,"X"
"10390",2,3,3,2,2,9,6,4,5,9,4,5,2,8,2,8,"D"
"10391",5,11,5,8,2,1,13,5,4,12,11,7,0,8,2,5,"F"
"10392",1,3,3,2,1,6,11,3,3,8,11,8,2,11,1,8,"V"
"10393",2,6,3,4,1,12,2,9,4,13,5,13,1,6,0,8,"J"
"10394",3,9,4,7,2,6,10,1,3,8,12,8,1,11,0,8,"Y"
"10395",2,7,4,5,3,4,11,5,4,11,8,4,1,10,3,7,"P"
"10396",7,14,7,8,5,8,9,4,4,12,5,4,4,11,6,6,"P"
"10397",4,5,6,8,5,9,9,3,1,7,6,7,3,10,8,7,"H"
"10398",4,6,4,7,5,8,5,7,4,9,6,8,3,8,4,8,"Q"
"10399",6,11,6,8,3,4,11,3,4,9,11,7,2,10,1,8,"V"
"10400",4,7,4,5,2,5,11,1,8,11,9,5,0,10,2,4,"T"
"10401",7,11,10,8,6,4,9,2,8,10,10,10,3,8,4,6,"K"
"10402",2,1,3,2,1,8,2,2,1,7,2,8,2,7,2,7,"A"
"10403",7,9,10,7,8,6,8,2,6,10,8,8,4,10,4,7,"H"
"10404",4,11,4,8,1,0,1,5,6,0,0,7,0,8,0,8,"L"
"10405",2,3,4,2,2,7,7,6,5,6,6,9,2,9,4,9,"G"
"10406",3,3,4,4,1,7,7,4,4,7,6,8,3,8,4,8,"X"
"10407",5,5,7,4,5,8,6,6,5,7,7,8,9,6,3,7,"M"
"10408",6,9,8,7,9,7,5,5,3,8,7,9,8,9,6,9,"V"
"10409",1,0,2,0,1,7,8,3,0,7,8,8,5,10,0,8,"W"
"10410",3,4,4,5,3,8,7,6,3,8,7,9,2,9,4,9,"Q"
"10411",2,1,2,2,1,8,7,7,5,7,6,8,2,8,3,8,"O"
"10412",9,13,9,7,6,10,6,4,5,10,2,7,6,7,6,9,"R"
"10413",5,7,5,5,2,2,11,4,3,11,12,8,2,10,0,8,"V"
"10414",9,10,7,5,3,9,13,6,5,3,6,10,5,8,2,8,"N"
"10415",1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"10416",4,7,7,5,6,7,8,3,4,8,7,8,7,10,5,4,"N"
"10417",7,11,10,8,11,7,7,5,5,6,7,9,8,6,2,8,"M"
"10418",5,6,7,5,5,8,8,3,5,7,8,8,5,9,4,6,"A"
"10419",4,9,6,6,6,8,7,4,5,9,6,6,3,9,5,8,"B"
"10420",3,6,4,4,4,8,8,6,5,6,7,9,3,8,3,7,"U"
"10421",2,4,3,3,2,5,7,4,6,6,6,11,3,8,4,10,"K"
"10422",1,0,2,1,0,8,7,6,3,6,6,9,2,8,3,8,"Q"
"10423",7,10,6,5,3,5,11,3,4,11,7,4,2,8,6,4,"F"
"10424",5,6,7,9,10,9,5,6,2,7,6,8,8,9,4,8,"Q"
"10425",1,0,2,0,1,7,8,6,4,7,6,7,1,8,6,8,"B"
"10426",4,9,5,7,4,7,6,9,5,7,5,8,3,8,3,8,"O"
"10427",3,8,4,6,3,8,8,7,7,8,5,6,2,8,9,8,"S"
"10428",4,6,5,7,4,9,8,5,6,7,5,8,3,9,8,9,"J"
"10429",7,11,7,8,4,3,10,2,7,10,12,6,1,11,2,5,"Y"
"10430",5,10,6,8,7,7,6,6,4,8,6,8,6,10,7,11,"F"
"10431",5,7,4,10,4,9,5,5,5,11,5,7,3,9,8,10,"Z"
